tweet_id,tweet,type,label,user_name,user_id,protected,followers,annotation,chain_label
1397941037578870786,@MrSinha_ @Nidhi #India mei Bina vaccination chelega bass's #Modi Jaap Karna Chahiye aur Kuch din ke baad ye #socialmedia bhi nai rahega wah wah kya planning hai sadak Ka chai waala hai na.,reply,HOF,,,,,N,4
1397947040038998018,@MrSinha_ @Nidhi 😜,reply,HOF,Dhananjay_sme,4847804310.0,False,141.0,I,4
1397981808516505600,"@MrSinha_ @Nidhi (New Blog Post)🖋️

𝟕 𝐘𝐞𝐚𝐫𝐬 𝐨𝐟 𝐌𝐨𝐝𝐢'𝐬 𝐆𝐨𝐯𝐞𝐫𝐧𝐦𝐞𝐧𝐭 🇮🇳

👇( Click &amp; Read )
https://t.co/Sq8ag4IHpq

@narendramodi",reply,NONE,__Shubz__,1.2449324606826414e+18,False,650.0,N,4
1397981974065778699,@MrSinha_ @Nidhi According to Haywards University Professor @Nidhi IT Minister should leave his job and focus on vaccine. 🤣🤣 #खोटी_पत्रकारिता #दलाल #पत्तलकार #फर्जी_न्यूज #FakeNews #Dalal  - Please take painkillers 🤣 #BanTwitterInIndia #IndiaVsTwitter Twitter ban and iske dukaan Band 👍 https://t.co/WG3hrknoW9,reply,HOF,a1reporter,114246552.0,False,203.0,E,4
1398236350680162304,"@MrSinha_ @Nidhi Top and fitting response. These libtards, dumbos  don't even have basic knowledge to do an apples to apples comparison. It is their habit to keep portraying negativity.",reply,HOF,neeraj_shah,101004749.0,False,7.0,E,4
1397898585828565002,@Nidhi When vaccines were available some of your good pals were passing hesitant judgment around 🙄🙄 &amp; btw no one is fighting with twitter - Gosh the words you people use 🙄🙄,comment,NONE,shrivastavanita,18388415.0,False,893.0,N,4
1397959918632587265,@shrivastavanita @Nidhi Anita ma'am.. please show some respect.. she is HARVARD RETURN journalist 😁...,reply,HOF,Samism88,304340954.0,False,234.0,I,4
1397898737263857664,"@Nidhi Good that it didn't have to falsify info about being the #Harvard professor
https://t.co/Zq7dFVKQ91",comment,NONE,AbodeOfLakshmi,132814447.0,False,9372.0,N,4
1397905544560611328,"@Nidhi That was very quick. 
Mirchi lag gayi, Nidhi Razdan, the fake professor of Harvard ko! https://t.co/r2DueC7yoN",reply,HOF,AbodeOfLakshmi,132814447.0,False,9372.0,I,4
1397898893598199811,@Nidhi Shouldn’t you be rooting for such reforms after what you have been through with “ Harvard “?,comment,NONE,jailnahijanahai,7.179688405801615e+17,False,1948.0,N,4
1397912931279400962,@jailnahijanahai @Nidhi She roots for whatever gives her green stuff. https://t.co/BxqqqnFN9y,reply,NONE,,,,,N,4
1397899787224031246,"@Nidhi Miss Harvard, The Ministry of Information Technology does not make vaccines, the Ministry of Health makes it. So let them do their work.",comment,NONE,FunMauji,163156540.0,False,6795.0,N,4
1397903783493992449,@Nidhi Thanks miss Harvard! 🙏😭😭😲 https://t.co/Xwc7g20JIg,reply,HOF,FunMauji,163156540.0,False,6795.0,I,4
1397926199779676167,"@FunMauji @Nidhi I am sure ministry of health is doing great job in procuring vaccines that’s why there is no shortage, &amp; then states are being told to do their own procurement. This is called chaos.",reply,HOF,HarpreetSSokhi,7.696115833623265e+17,False,39.0,I,4
1397946474957180930,@FunMauji @Nidhi ये सब छोड़ो ये बताओ कि हारवर्ड मे कैसा चल रहा नया जॉब।,reply,HOF,arjun23043,1397540802.0,False,47.0,I,4
1397951343655100421,"@FunMauji @Nidhi Exactly 😂😂😂😂
Just proves her sense and IQ!!!",reply,HOF,Ruchika87373449,1.2630667770781164e+18,False,444.0,I,4
1397956632647135233,"@FunMauji @Nidhi Mr Whats app, Dono ko central hi command deti hai. So yaha jawab dene se acha hai sarkar se sawal karo.",reply,HOF,MrShaan2_,1.3149571660553134e+18,False,173.0,I,4
1397963241918144514,"@FunMauji @Nidhi Ohh, ministry of health is working?? Then I can hope we will be mask free soon.",reply,HOF,dhaval_taviyad,1.207296011367936e+18,False,3.0,I,4
1397966415680790530,@FunMauji @Nidhi 🤦‍♂️😂,reply,HOF,vinodfex,1513504760.0,False,51043.0,I,4
1397969881887354880,@FunMauji @Nidhi You meant Missed Harvard ? 🤔,reply,HOF,Nagraman,16336139.0,False,117.0,I,4
1397995865977987072,@FunMauji @Nidhi Surely u will also defend the ministry of finance indulging in the affairs of ministry of education.,reply,NONE,eningmatik,188685026.0,False,27.0,N,4
1398100944387145729,"@FunMauji @Nidhi Mr Bhakt, if the Minister for Information Technology spends all his spare time monitoring the vaccine program and keeps issuing statements like this, maybe the health minister should deal with twitter instead?  https://t.co/wiVdD9VSiX",reply,HOF,iamabofh,1169065068.0,False,1120.0,I,4
1398103801739976706,"@FunMauji @Nidhi Be careful 
Harvard will sue u 
We know it was fake admission",reply,HOF,GShivaGanesh1,8.891447823747891e+17,False,12.0,I,4
1397899896930197506,@Nidhi Just like you became Professor of Journalism in Harvard University. https://t.co/WbLOCpPTsH,comment,NONE,,,,,N,4
1397943149721317376,@itushardey @Nidhi O bhi directly associate professor without having PHD. @Nidhi madam kuchh to dimag laga leti,reply,NONE,pawanku96766863,1920206058.0,False,73.0,N,4
1397962401035653122,"@itushardey @Nidhi You did not take in right way...

Fictitious practices comes under Art...what an art Nidhi has..
P Hd in 420...",reply,HOF,VibhorAnand16,1.148935793781592e+18,False,138.0,I,4
1397974936170475528,@itushardey @Nidhi Abhi tak kyu nahi gayi?,reply,NONE,,,,,N,4
1397899927804538887,"@Nidhi The world is fighting a pandemic,
&amp; Nation, fighting multiple threats..biological, financial, security, virtual.. 

Harward rejected journalists meanwhile: https://t.co/4cfG4pExaw",comment,HOF,KhamanDhokIa,1.269983529087021e+18,False,1438.0,I,4
1397932715081486338,"@KhamanDhokIa @Nidhi ""Harvard"" 🙂 and not ""Harward""",reply,NONE,TanmoyDutta1998,7.072400055428956e+17,False,62.0,N,4
1397982133159796737,"@KhamanDhokIa @Nidhi (New Blog Post)🖋️

𝟕 𝐘𝐞𝐚𝐫𝐬 𝐨𝐟 𝐌𝐨𝐝𝐢'𝐬 𝐆𝐨𝐯𝐞𝐫𝐧𝐦𝐞𝐧𝐭 🇮🇳

👇( Click &amp; Read )
https://t.co/Sq8ag4IHpq

@narendramodi",reply,NONE,__Shubz__,1.2449324606826414e+18,False,650.0,N,4
1397900130955644928,"@Nidhi Nidhi जी, सरकार में विविध मंत्रालय होते हैं. MEITY मंत्रालय अपना काम कर रहा है और MOHFW अपना. MEITY वाले वैक्सीन नहीं बना रहे.",comment,NONE,,,,,N,4
1397905820285751301,@ConnectDarkman @Nidhi Kam bhi dikhna chahiye.. Vaccine hai kahan fir,reply,NONE,AryanSolanki555,534009406.0,False,678.0,N,4
1397901294442930184,"@Nidhi So this woman thinks that whole government is involved with Twitter. 
No way she was claiming to be a Harvard professor 🤦🏾‍♂️",comment,NONE,shivam423,1555271334.0,False,155.0,N,4
1397902031663239172,"@Nidhi @ReshmaSayed12 True, the real problem is Godi Media.Those people are not able to question the Modi government.They feel as if all is well.History will not forgive to Jounalists as a whole.4th pillars of democracy have been mute spectator to disaster acts of the government.",comment,NONE,fazle_alam,1374558800.0,False,4559.0,N,4
1398079674928881665,@fazle_alam @Nidhi @ReshmaSayed12 This must hv been copy pasted by 100 chapris like him o else must hv been fowarded by som hardward returnee🤣🤣,reply,HOF,raii_yoyo,1065473407.0,False,2.0,E,4
1397942297929478146,@fazle_alam @Nidhi @ReshmaSayed12 Aa gaye tum.. kya sunoge batao?,reply,HOF,aman_yadav1991,8.758575150948557e+17,False,6.0,I,4
1397914911431217152,"Twitter is the new East India Company…pretending to defend us natives from our elected govts and then selling us to the largest bidder. It’s above the law. It decides what law to follow, what to defy &amp; what laws will be made. In short, Twitter will decide how India should be ru",parent,NONE,sushantsareen,1572648817.0,False,156097.0,N,5
1397915523359285254,@sushantsareen @harish_purohit Twitter has been acting like a dictator and banning people who don't adhere to their leftist agenda.,comment,NONE,anshujgarg,289310668.0,False,95.0,N,5
1397915530929991693,@sushantsareen @mikepompeo you will enjoy how India is taking on @jack,comment,NONE,jingalalahu_hur,1.2399903850378322e+18,False,44.0,N,5
1397915577537101826,"@sushantsareen It hasn’t had the same aggressive approach towards any other nation, hasn’t dared to. Other nations have nipped Twitter in the bud though. Hopefully there’s more from where that govt letter came from.",comment,NONE,IntelWasabi,1.037687828413444e+18,False,237.0,N,5
1397922775428255746,@IntelWasabi @sushantsareen Recent one was a African nation - Rwanda or Uganda I think.,reply,NONE,nikhil_NTB,9.53587955972563e+17,False,33.0,N,5
1397915876750286851,"@sushantsareen A Private Social media company trying to standardize ""Freedom of Speech"" in the world largest democracy. Well played Twitter 👋",comment,NONE,dharma_108,8.894189941422653e+17,False,107.0,N,5
1397916183358103565,"@sushantsareen Twitter is USA company it also follows USA style, dictating terms. But afsos Indian opposition in quest of wresting power is helping it and harming us. Exactly history repeating itself. New east india company",comment,NONE,mehulmeh,99703728.0,False,105.0,N,5
1397916514683023361,@sushantsareen Twitter's Dictatorship!,comment,NONE,,,,,N,5
1397916660795772940,"@sushantsareen @YearOfRat Sir, Twitter is clear on the cle face.

But the others are tactical ,they does it at the right time.
Amazon, Google , Apple are also involved in it.",comment,NONE,mayank1999s,8.057087812000481e+17,False,742.0,N,5
1397917683106992132,"@sushantsareen They forgot, it's not 17th century where India was divided into princely states fighting each other.
It's a sovereign nation now n no entity can run without following d law of d land.
Although the opposition is fighting on twitter side but the govt. is solid enough to handle it.",comment,NONE,varddhan,149456476.0,False,71.0,N,5
1398016890291716096,@varddhan @sushantsareen So as a matter of protest please quit twitter.,reply,NONE,artfuldodger098,324273539.0,False,45.0,N,5
1397918294426877953,"@sushantsareen Earlier it was Mughals and East India Company.
Now its Reliance / Adani and Twitter.
Always a choice between Devil &amp; Deep Sea!!
Common man was suffering earlier also, and suffering now also.",comment,NONE,SearchingSoul81,7.018279553206968e+17,False,87.0,N,5
1397922885201584136,"@SearchingSoul81 @sushantsareen At least they are our own and not some outsiders.
With Reliance and Adani wealth remains in our own country and also so so many Indians earn their livelihood.",reply,NONE,AshokP18,1634442342.0,False,38.0,N,5
1398094630781014018,"@SearchingSoul81 @sushantsareen The level of burnol moment here. Twitter didn't lick govt feet , so now it's East India company. 
Haai bhai, East India company got control over India after filing a suit in court. 
Filing a court case = imperialism. 
Modibhakt logic.",reply,HOF,DFirewriter,1.0970990381077216e+18,False,14.0,I,5
1397920799210627073,@sushantsareen @ruchirsharma_1 Let’s hope GOI tackles this neo-colonialism,comment,NONE,100_shades,1.2098192628833894e+18,False,761.0,N,5
1397921914404835339,"@sushantsareen @Chandanaaz Tame them or throw them out.
But it is truly depressing to see so many Indians are batting for these outsiders than their own country.",comment,NONE,AshokP18,1634442342.0,False,38.0,N,5
1397967410674634757,"@AshokP18 @sushantsareen @Chandanaaz I support Twitter, fuck your kutta mudizee",reply,HOF,DontCar09957700,1.397553529334739e+18,False,12.0,E,5
1397922275286937603,"@sushantsareen @ruchirsharma_1 https://t.co/PN0Gubw2MS
Google and facebook combined pay only 2% of their total revenue of 10000cr(from India) as tax in India 
Also from 2020 theirs a report in ET that big techs pays less than 5% tax of there revenue",comment,NONE,Indoaryan99,8.960154067621233e+17,False,56.0,N,5
1397923345723580423,@sushantsareen @ruchirsharma_1 They use tax havens like cayman islands and ireland  to cut down their PBTs thus reducing there taxes to pay,reply,NONE,Indoaryan99,8.960154067621233e+17,False,56.0,N,5
1397922489863340034,@sushantsareen @paaru_act Their quest is to do the same in India as they did in the USA elections,comment,NONE,ArJuNN_official,1.3791273803299512e+18,False,41.0,N,5
1397923467903651849,@sushantsareen Well said. The govt seem to be waiting for national policy to be declared by Twitter. Did anyone see one firm action by this govt in 7 years dealing with social media or anti national elements spewing venom and spreading falsehood. Disgusting.,comment,HOF,AathreyanI,9.510910394687734e+17,False,85.0,I,5
1397931600445251587,@AathreyanI @sushantsareen Watch now! No magic wand to change the mindset of the country. Patience.,reply,NONE,AMAHEN,48562502.0,False,197.0,N,5
1398094536824410122,@AathreyanI @sushantsareen Like manipulated 😂,reply,HOF,aperveez,2413693866.0,False,390.0,I,5
1398016860780597251,"@AathreyanI @sushantsareen Who is distributing Anti national certificates?
Shame on you.
A history lesson of bjp-rss for you.
Before calling somebody else national-antinational, would like to see your certificate first. https://t.co/K8n8Owvq4u",reply,NONE,NashGandhian,1.2910480228816568e+18,False,2179.0,N,5
1397923528821727237,@sushantsareen time to cutt it off... net net value to India in ZERO OR NEGATIVE,comment,NONE,ContrarianN,15870395.0,False,322.0,N,5
1397923605330026497,@sushantsareen Is it not a fair submission that our government lost in politics from a multinational company.,comment,NONE,Bmehtaa,7.23194656947884e+17,False,49.0,N,5
1397923847257563150,@sushantsareen The worst part is half our population will buy its bullshit because they hate the current govt. so much.,comment,HOF,shaanalala,1.094534391097946e+18,False,1.0,I,5
1397928367282745344,@sushantsareen @Sanjay_Dixit Get well soon,comment,NONE,virendr21924684,1.3896551099618714e+18,False,38.0,N,5
1397931137947770886,@sushantsareen Hope you deactivate your account after discovering what Twitter is upto. Why not join the gang on #koo instead?,comment,NONE,bspassanha,49718698.0,False,6198.0,N,5
1397932103782653961,@Folitically @sushantsareen They won't leave but they will keep cribbing,comment,NONE,Peace0199530901,1.374520290781241e+18,False,99.0,N,5
1397966178186936327,@Peace0199530901 @Folitically @sushantsareen Ok Twitter sepoy,reply,NONE,Sidd11857429,1.0283171597247448e+18,False,1.0,N,5
1397931934542532608,@sushantsareen Whats wrong with this guy since last few years ..had thought him to be a sensible man,comment,NONE,Peace0199530901,1.374520290781241e+18,False,99.0,N,5
1397932133423800329,@sushantsareen Close your account uncle.,comment,HOF,StopLossLagayen,1.2925167700921797e+18,False,306.0,I,5
1397932328320598017,@sushantsareen Please go to Koo,comment,NONE,,,,,N,5
1397932803329720322,@sushantsareen It’s like history repeating itself. When Indian Rajas fought each other for power and sided with britishers fir their vested interests.,comment,NONE,moonwalk7,70671602.0,False,31.0,N,5
1397933157303812098,@sushantsareen Baby talk!,comment,NONE,murphyuncle,104527569.0,False,133.0,N,5
1397933374786834432,"@sushantsareen That may be right! That is also convenient! Let us ask ourselves, would a Twitter be able to divide us so say 20 years ago? What has changed in India that so many of us would act as Sepoys in the service of new Company Bahadurs?",comment,NONE,dsen68,287185826.0,False,1730.0,N,5
1397942797471084552,"@dsen68 That’s easy to answer, only not on this forum…",reply,NONE,sushantsareen,1572648817.0,False,156097.0,N,5
1398024854025031681,@dsen68 @sushantsareen Increase in poverty despite increasing wealth. Lack of caste integrity and support structure.,reply,NONE,bhattvihang,160234392.0,False,412.0,N,5
1398044850138845185,"@dsen68 @sushantsareen We were always vulnerable, we have been divided in the past. let’s not pretend that we had no issues before this government. Twitter has no transparent basis on how they tag few things, everyone should question that",reply,NONE,shreyas_hn,1.2640480590020772e+18,False,3.0,N,5
1398057065176698881,@dsen68 @sushantsareen Ours is a history of division and a foreign entity taking advantage of it. Why go only 20 years back when you can go a thousand years back.,reply,NONE,Mojojoj39978819,1.105716188116476e+18,False,21.0,N,5
1398050508355506176,@dsen68 @sushantsareen Its in the interest of India to ban twitter...such a diverse country can’t afford such evil and biased platform which is only dividing people n nothing else.,reply,HOF,,,,,N,5
1397933602160087045,"@sushantsareen The entire RW depends on this East India Company to spread hate and make ₹2 per tweet. 

Even during the British rule, RW was in bed with them.",comment,HOF,niksbphd,1.285921737691943e+18,False,110.0,E,5
1397946686714957825,"@love_games6 @sushantsareen Were you born today? If the RW don't like this East India Company, shouldn't they be joining the swadeshi Koo app?",reply,NONE,niksbphd,1.285921737691943e+18,False,110.0,N,5
1397934576366854148,@sushantsareen U were sold long back,comment,HOF,gunner_two,1.3974289015555643e+18,False,5.0,I,5
1397934931418882055,"@sushantsareen Not just Twitter.... and just like the rulers who sold the country to EIC, we are selling ourselves to them.",comment,NONE,_Red_Giant,1.2250096241824727e+18,False,62.0,N,5
1397937353944035330,"@sushantsareen ""One man nautanki"" in place of a proper government --- that's what we have --- that's what makes our enemies so brazen.",comment,HOF,PragmaticN,1295140843.0,False,361.0,E,5
1397937433660968968,"@sushantsareen Twitter can't decide how India should run, but has the Opposition at least have any rights?",comment,NONE,UshaPadiyar,833006682.0,False,591.0,N,5
1397949946247081984,@sushantsareen ... To be consulted before passing any important resolutions?,reply,NONE,UshaPadiyar,833006682.0,False,591.0,N,5
1397951797545689088,@UshaPadiyar @sushantsareen Yes everyone has right but as per law not above the law...,reply,NONE,salutetoarmy,7.833835047719485e+17,False,78.0,N,5
1397952491568865283,@UshaPadiyar @sushantsareen When u can say anything to Modi that is freedom of speech but when Ramdev said something abt doctors its sedition 🤣🤣🤣,reply,NONE,salutetoarmy,7.833835047719485e+17,False,78.0,N,5
1397944832383873030,@sushantsareen Then remove your account from Twitter sir,comment,HOF,VikramK99724267,1.267398295183192e+18,False,417.0,I,5
1397946587805110275,"@sushantsareen Then what the hell Indian government is doing. Why don't they #BanTwitterInIndia It only means If #Twitter is East India Company then current government is #Mughal empire

#BanTWITTER #TwitterBanInIndia #TwitterIndia @Twitter @TwitterIndia",comment,HOF,,,,,N,5
1398519214818816007,@SawaliyaNishan @sushantsareen @Twitter @TwitterIndia Well said!!,reply,HOF,JayChakrabarti,47284428.0,False,192.0,I,5
1397947164165214212,"@sushantsareen And Woke Liberals are new-age Mir Jafer &amp; Mir Qasim who are willing to go along with the colonising power for the lust of control (Narrative Control in today's context).

They're called #AntiNationals for a reason. 🤡",comment,HOF,writeangle_,1.2722623295817236e+18,False,92.0,E,5
1397991637498744835,@writeangle_ @sushantsareen Why don't you say this all in you own Indian Atmanirbhar Bharat's Koo app,reply,NONE,is_life_tough_,1.3575251944290017e+18,False,5.0,N,5
