tweet_id,tweet,type,user_id,username,user_followers,annotation,new_label,chain_label
1397898437211824137,"@Nidhi IT minister should work on vaccination? Or should they find another better vaccine? What do you expect them to do at this time?

Sab apke jaise talented nahi hote na madam jo NDTV &amp; Harvard university dono jagah kaam kar le...",comment,1090084079964348419,MrSinha_,58573,I,HOF,4
1397906377054425098,@MrSinha_ @Nidhi That's why she is HARWARD return,reply,53984779,rd202021,358,I,HOF,4
1397931376234557442,@MrSinha_ @Nidhi Tumhara toh health minister bhi not working on vaccination.,reply,1162994005,Riptidecluster,387,I,HOF,4
1397946197143216137,"@MrSinha_ @Nidhi Thank god Harvard didn't took her , she didn't know what meITy does .",reply,2723340884,AswathamaHaiApn,3,I,HOF,4
1397946919859544065,@MrSinha_ @Nidhi What an answer bro!!! 😀👏,reply,136889194,positive__india,88,I,HOF,4
1397950327144415237,@MrSinha_ @Nidhi Nailed it .,reply,2657276052,abhay13oct,143,I,HOF,4
1397954325016498177,@MrSinha_ @Nidhi Hahahahahaha 🤣😂🤣🤣,reply,1178781460490117121,Sapna71970980,40,I,HOF,4
1397955010432929794,@MrSinha_ @Nidhi ये तो गजब बेज्जती हैं। 😂,reply,742567239224852480,miraculousyoga,345,I,HOF,4
1397961186637873153,@MrSinha_ @Nidhi Savage,reply,1184788553147928576,PrasoonTyagi11,13,I,HOF,4
1397964515216551939,@MrSinha_ @Nidhi Siculary tried to their best to neutralize goodwill generated for Mr Modi by vaccination program. By negative scarcity drama. Their days are counted now.,reply,119478728,GoutamRishi,395,N,NONE,4
1397994323195486209,@MrSinha_ @Nidhi Ya the same way defence minister held a meeting regarding the conduct of 12th board exams,reply,1249547412890255360,Harshit0903,24,N,NONE,4
1398127509808377858,@MrSinha_ @Nidhi Harvard University 😂😂,reply,1238781131517906946,SubhamChoudhar,71,I,HOF,4
1398228905249574921,@MrSinha_ @Nidhi Hahahahahahahahahhahahahahahahahahahhaahhahahahahahahhahahahahahahah,reply,255098485,kunal1607,-1,I,HOF,4
1398359145330348033,@MrSinha_ @Nidhi Woh Harward nahin Dharwad municipal school tha. Madam ji se typo ho gaya tha!😜,reply,1376130377140424705,GauravArora0409,484,I,HOF,4
1398160918576459776,"@MrSinha_ @Nidhi Nidhi Razvan,Columbia professor pagal hai,IT minister will make vaccine then what the health Minister will do .Talk sense you chamchi.",reply,842790745056583681,GoutamKumarSam2,2,E,HOF,4
1397947040038998018,@MrSinha_ @Nidhi 😜,reply,4847804310,Dhananjay_sme,140,I,HOF,4
1397981808516505600,"@MrSinha_ @Nidhi (New Blog Post)🖋️

𝟕 𝐘𝐞𝐚𝐫𝐬 𝐨𝐟 𝐌𝐨𝐝𝐢'𝐬 𝐆𝐨𝐯𝐞𝐫𝐧𝐦𝐞𝐧𝐭 🇮🇳

👇( Click &amp; Read )
https://t.co/Sq8ag4IHpq

@narendramodi",reply,1244932460682641409,__Shubz__,658,N,NONE,4
1397981974065778699,@MrSinha_ @Nidhi According to Haywards University Professor @Nidhi IT Minister should leave his job and focus on vaccine. 🤣🤣 #खोटी_पत्रकारिता #दलाल #पत्तलकार #फर्जी_न्यूज #FakeNews #Dalal  - Please take painkillers 🤣 #BanTwitterInIndia #IndiaVsTwitter Twitter ban and iske dukaan Band 👍 https://t.co/WG3hrknoW9,reply,114246552,a1reporter,203,E,HOF,4
1398236350680162304,"@MrSinha_ @Nidhi Top and fitting response. These libtards, dumbos  don't even have basic knowledge to do an apples to apples comparison. It is their habit to keep portraying negativity.",reply,101004749,neeraj_shah,7,E,HOF,4
1397898585828565002,@Nidhi When vaccines were available some of your good pals were passing hesitant judgment around 🙄🙄 &amp; btw no one is fighting with twitter - Gosh the words you people use 🙄🙄,comment,18388415,shrivastavanita,876,N,NONE,4
1397959918632587265,@shrivastavanita @Nidhi Anita ma'am.. please show some respect.. she is HARVARD RETURN journalist 😁...,reply,304340954,Samism88,233,I,HOF,4
1397898737263857664,"@Nidhi Good that it didn't have to falsify info about being the #Harvard professor
https://t.co/Zq7dFVKQ91",comment,132814447,AbodeOfLakshmi,8842,N,NONE,4
1397905544560611328,"@Nidhi That was very quick. 
Mirchi lag gayi, Nidhi Razdan, the fake professor of Harvard ko! https://t.co/r2DueC7yoN",reply,132814447,AbodeOfLakshmi,8842,I,HOF,4
1397898893598199811,@Nidhi Shouldn’t you be rooting for such reforms after what you have been through with “ Harvard “?,comment,717968840580161536,jailnahijanahai,1943,N,NONE,4
1397899787224031246,"@Nidhi Miss Harvard, The Ministry of Information Technology does not make vaccines, the Ministry of Health makes it. So let them do their work.",comment,163156540,FunMauji,6794,N,NONE,4
1397903783493992449,@Nidhi Thanks miss Harvard! 🙏😭😭😲 https://t.co/Xwc7g20JIg,reply,163156540,FunMauji,6794,I,HOF,4
1397926199779676167,"@FunMauji @Nidhi I am sure ministry of health is doing great job in procuring vaccines that’s why there is no shortage, &amp; then states are being told to do their own procurement. This is called chaos.",reply,769611583362326528,HarpreetSSokhi,39,I,HOF,4
1397946474957180930,@FunMauji @Nidhi ये सब छोड़ो ये बताओ कि हारवर्ड मे कैसा चल रहा नया जॉब।,reply,1397540802,arjun23043,43,I,HOF,4
1397951343655100421,"@FunMauji @Nidhi Exactly 😂😂😂😂
Just proves her sense and IQ!!!",reply,1263066777078116353,Ruchika87373449,451,I,HOF,4
1397956632647135233,"@FunMauji @Nidhi Mr Whats app, Dono ko central hi command deti hai. So yaha jawab dene se acha hai sarkar se sawal karo.",reply,1314957166055313409,MrShaan2_,173,I,HOF,4
1397963241918144514,"@FunMauji @Nidhi Ohh, ministry of health is working?? Then I can hope we will be mask free soon.",reply,1207296011367936000,dhaval_taviyad,4,I,HOF,4
1397966415680790530,@FunMauji @Nidhi 🤦‍♂️😂,reply,1513504760,vinodfex,51111,I,HOF,4
1397969881887354880,@FunMauji @Nidhi You meant Missed Harvard ? 🤔,reply,16336139,Nagraman,116,I,HOF,4
1397995865977987072,@FunMauji @Nidhi Surely u will also defend the ministry of finance indulging in the affairs of ministry of education.,reply,188685026,eningmatik,27,N,NONE,4
1398100944387145729,"@FunMauji @Nidhi Mr Bhakt, if the Minister for Information Technology spends all his spare time monitoring the vaccine program and keeps issuing statements like this, maybe the health minister should deal with twitter instead?  https://t.co/wiVdD9VSiX",reply,1169065068,iamabofh,1118,I,HOF,4
1398103801739976706,"@FunMauji @Nidhi Be careful 
Harvard will sue u 
We know it was fake admission",reply,889144782374789120,GShivaGanesh1,11,I,HOF,4
1397943149721317376,@itushardey @Nidhi O bhi directly associate professor without having PHD. @Nidhi madam kuchh to dimag laga leti,reply,1920206058,pawanku96766863,73,N,NONE,4
1397962401035653122,"@itushardey @Nidhi You did not take in right way...

Fictitious practices comes under Art...what an art Nidhi has..
P Hd in 420...",reply,1148935793781592069,VibhorAnand16,138,I,HOF,4
1397899927804538887,"@Nidhi The world is fighting a pandemic,
&amp; Nation, fighting multiple threats..biological, financial, security, virtual.. 

Harward rejected journalists meanwhile: https://t.co/4cfG4pExaw",comment,1269983529087021056,KhamanDhokIa,1402,I,HOF,4
1397932715081486338,"@KhamanDhokIa @Nidhi ""Harvard"" 🙂 and not ""Harward""",reply,707240005542895616,TanmoyDutta1998,63,N,NONE,4
1397982133159796737,"@KhamanDhokIa @Nidhi (New Blog Post)🖋️

𝟕 𝐘𝐞𝐚𝐫𝐬 𝐨𝐟 𝐌𝐨𝐝𝐢'𝐬 𝐆𝐨𝐯𝐞𝐫𝐧𝐦𝐞𝐧𝐭 🇮🇳

👇( Click &amp; Read )
https://t.co/Sq8ag4IHpq

@narendramodi",reply,1244932460682641409,__Shubz__,658,N,NONE,4
1397905820285751301,@ConnectDarkman @Nidhi Kam bhi dikhna chahiye.. Vaccine hai kahan fir,reply,534009406,AryanSolanki555,681,N,NONE,4
1397901294442930184,"@Nidhi So this woman thinks that whole government is involved with Twitter. 
No way she was claiming to be a Harvard professor 🤦🏾‍♂️",comment,1555271334,shivam423,158,N,NONE,4
1397902031663239172,"@Nidhi @ReshmaSayed12 True, the real problem is Godi Media.Those people are not able to question the Modi government.They feel as if all is well.History will not forgive to Jounalists as a whole.4th pillars of democracy have been mute spectator to disaster acts of the government.",comment,1374558800,fazle_alam,4393,N,NONE,4
1398079674928881665,@fazle_alam @Nidhi @ReshmaSayed12 This must hv been copy pasted by 100 chapris like him o else must hv been fowarded by som hardward returnee🤣🤣,reply,1065473407,raii_yoyo,2,E,HOF,4
1397942297929478146,@fazle_alam @Nidhi @ReshmaSayed12 Aa gaye tum.. kya sunoge batao?,reply,875857515094855685,aman_yadav1991,6,I,HOF,4
1397914911431217152,"Twitter is the new East India Company…pretending to defend us natives from our elected govts and then selling us to the largest bidder. It’s above the law. It decides what law to follow, what to defy &amp; what laws will be made. In short, Twitter will decide how India should be ru",parent,1572648817,sushantsareen,154282,N,NONE,5
1397915523359285254,@sushantsareen @harish_purohit Twitter has been acting like a dictator and banning people who don't adhere to their leftist agenda.,comment,289310668,anshujgarg,83,N,NONE,5
1397915530929991693,@sushantsareen @mikepompeo you will enjoy how India is taking on @jack,comment,1239990385037832192,jingalalahu_hur,40,N,NONE,5
1397915577537101826,"@sushantsareen It hasn’t had the same aggressive approach towards any other nation, hasn’t dared to. Other nations have nipped Twitter in the bud though. Hopefully there’s more from where that govt letter came from.",comment,1037687828413444096,IntelWasabi,233,N,NONE,5
1397922775428255746,@IntelWasabi @sushantsareen Recent one was a African nation - Rwanda or Uganda I think.,reply,953587955972562944,nikhil_NTB,34,N,NONE,5
1397915876750286851,"@sushantsareen A Private Social media company trying to standardize ""Freedom of Speech"" in the world largest democracy. Well played Twitter 👋",comment,889418994142265345,dharma_108,98,N,NONE,5
1397916183358103565,"@sushantsareen Twitter is USA company it also follows USA style, dictating terms. But afsos Indian opposition in quest of wresting power is helping it and harming us. Exactly history repeating itself. New east india company",comment,99703728,mehulmeh,107,N,NONE,5
1397916660795772940,"@sushantsareen @YearOfRat Sir, Twitter is clear on the cle face.

But the others are tactical ,they does it at the right time.
Amazon, Google , Apple are also involved in it.",comment,805708781200048128,mayank1999s,743,N,NONE,5
1397917683106992132,"@sushantsareen They forgot, it's not 17th century where India was divided into princely states fighting each other.
It's a sovereign nation now n no entity can run without following d law of d land.
Although the opposition is fighting on twitter side but the govt. is solid enough to handle it.",comment,149456476,varddhan,72,N,NONE,5
1398016890291716096,@varddhan @sushantsareen So as a matter of protest please quit twitter.,reply,324273539,artfuldodger098,44,N,NONE,5
1397918294426877953,"@sushantsareen Earlier it was Mughals and East India Company.
Now its Reliance / Adani and Twitter.
Always a choice between Devil &amp; Deep Sea!!
Common man was suffering earlier also, and suffering now also.",comment,701827955320696834,SearchingSoul81,87,N,NONE,5
1397922885201584136,"@SearchingSoul81 @sushantsareen At least they are our own and not some outsiders.
With Reliance and Adani wealth remains in our own country and also so so many Indians earn their livelihood.",reply,1634442342,AshokP18,37,N,NONE,5
1398094630781014018,"@SearchingSoul81 @sushantsareen The level of burnol moment here. Twitter didn't lick govt feet , so now it's East India company. 
Haai bhai, East India company got control over India after filing a suit in court. 
Filing a court case = imperialism. 
Modibhakt logic.",reply,1097099038107721728,DFirewriter,14,I,HOF,5
1397920799210627073,@sushantsareen @ruchirsharma_1 Let’s hope GOI tackles this neo-colonialism,comment,1209819262883389440,100_shades,738,N,NONE,5
1397921914404835339,"@sushantsareen @Chandanaaz Tame them or throw them out.
But it is truly depressing to see so many Indians are batting for these outsiders than their own country.",comment,1634442342,AshokP18,37,N,NONE,5
1397967410674634757,"@AshokP18 @sushantsareen @Chandanaaz I support Twitter, fuck your kutta mudizee",reply,1397553529334738944,DontCar09957700,12,E,HOF,5
1397922275286937603,"@sushantsareen @ruchirsharma_1 https://t.co/PN0Gubw2MS
Google and facebook combined pay only 2% of their total revenue of 10000cr(from India) as tax in India 
Also from 2020 theirs a report in ET that big techs pays less than 5% tax of there revenue",comment,896015406762123266,Indoaryan99,57,N,NONE,5
1397923345723580423,@sushantsareen @ruchirsharma_1 They use tax havens like cayman islands and ireland  to cut down their PBTs thus reducing there taxes to pay,reply,896015406762123266,Indoaryan99,57,N,NONE,5
1397922489863340034,@sushantsareen @paaru_act Their quest is to do the same in India as they did in the USA elections,comment,1379127380329951234,ArJuNN_official,38,N,NONE,5
1397923467903651849,@sushantsareen Well said. The govt seem to be waiting for national policy to be declared by Twitter. Did anyone see one firm action by this govt in 7 years dealing with social media or anti national elements spewing venom and spreading falsehood. Disgusting.,comment,951091039468773377,AathreyanI,85,I,HOF,5
1397931600445251587,@AathreyanI @sushantsareen Watch now! No magic wand to change the mindset of the country. Patience.,reply,48562502,AMAHEN,196,N,NONE,5
1398094536824410122,@AathreyanI @sushantsareen Like manipulated 😂,reply,2413693866,aperveez,393,I,HOF,5
1398016860780597251,"@AathreyanI @sushantsareen Who is distributing Anti national certificates?
Shame on you.
A history lesson of bjp-rss for you.
Before calling somebody else national-antinational, would like to see your certificate first. https://t.co/K8n8Owvq4u",reply,1291048022881656833,NashGandhian,2157,N,NONE,5
1397923528821727237,@sushantsareen time to cutt it off... net net value to India in ZERO OR NEGATIVE,comment,15870395,ContrarianN,323,N,NONE,5
1397923605330026497,@sushantsareen Is it not a fair submission that our government lost in politics from a multinational company.,comment,723194656947884033,Bmehtaa,51,N,NONE,5
1397923847257563150,@sushantsareen The worst part is half our population will buy its bullshit because they hate the current govt. so much.,comment,1094534391097946112,shaanalala,1,I,HOF,5
1397928367282745344,@sushantsareen @Sanjay_Dixit Get well soon,comment,1389655109961871364,virendr21924684,39,N,NONE,5
1397931137947770886,@sushantsareen Hope you deactivate your account after discovering what Twitter is upto. Why not join the gang on #koo instead?,comment,49718698,bspassanha,6162,N,NONE,5
1397932103782653961,@Folitically @sushantsareen They won't leave but they will keep cribbing,comment,1374520290781241346,Peace0199530901,92,N,NONE,5
1397966178186936327,@Peace0199530901 @Folitically @sushantsareen Ok Twitter sepoy,reply,1028317159724744704,Sidd11857429,1,N,NONE,5
1397931934542532608,@sushantsareen Whats wrong with this guy since last few years ..had thought him to be a sensible man,comment,1374520290781241346,Peace0199530901,92,N,NONE,5
1397932133423800329,@sushantsareen Close your account uncle.,comment,1292516770092179457,StopLossLagayen,309,I,HOF,5
1397932328320598017,@sushantsareen Please go to Koo,comment,1320738968804220929,HrhPrashant,-1,N,NONE,5
1397932803329720322,@sushantsareen It’s like history repeating itself. When Indian Rajas fought each other for power and sided with britishers fir their vested interests.,comment,70671602,moonwalk7,31,N,NONE,5
1397933157303812098,@sushantsareen Baby talk!,comment,104527569,murphyuncle,132,N,NONE,5
1397933374786834432,"@sushantsareen That may be right! That is also convenient! Let us ask ourselves, would a Twitter be able to divide us so say 20 years ago? What has changed in India that so many of us would act as Sepoys in the service of new Company Bahadurs?",comment,287185826,dsen68,1714,N,NONE,5
1397942797471084552,"@dsen68 That’s easy to answer, only not on this forum…",reply,1572648817,sushantsareen,154282,N,NONE,5
1398024854025031681,@dsen68 @sushantsareen Increase in poverty despite increasing wealth. Lack of caste integrity and support structure.,reply,160234392,bhattvihang,274,N,NONE,5
1398044850138845185,"@dsen68 @sushantsareen We were always vulnerable, we have been divided in the past. let’s not pretend that we had no issues before this government. Twitter has no transparent basis on how they tag few things, everyone should question that",reply,1264048059002077184,shreyas_hn,3,N,NONE,5
1398057065176698881,@dsen68 @sushantsareen Ours is a history of division and a foreign entity taking advantage of it. Why go only 20 years back when you can go a thousand years back.,reply,1105716188116475910,Mojojoj39978819,21,N,NONE,5
1397933602160087045,"@sushantsareen The entire RW depends on this East India Company to spread hate and make ₹2 per tweet. 

Even during the British rule, RW was in bed with them.",comment,1285921737691942913,niksbphd,109,E,HOF,5
1397946686714957825,"@love_games6 @sushantsareen Were you born today? If the RW don't like this East India Company, shouldn't they be joining the swadeshi Koo app?",reply,1285921737691942913,niksbphd,109,N,NONE,5
1397934576366854148,@sushantsareen U were sold long back,comment,1397428901555564546,gunner_two,5,I,HOF,5
1397934931418882055,"@sushantsareen Not just Twitter.... and just like the rulers who sold the country to EIC, we are selling ourselves to them.",comment,1225009624182472704,AshwinKRao,62,N,NONE,5
1397937353944035330,"@sushantsareen ""One man nautanki"" in place of a proper government --- that's what we have --- that's what makes our enemies so brazen.",comment,1295140843,PragmaticN,361,E,HOF,5
1397937433660968968,"@sushantsareen Twitter can't decide how India should run, but has the Opposition at least have any rights?",comment,833006682,UshaPadiyar,590,N,NONE,5
1397949946247081984,@sushantsareen ... To be consulted before passing any important resolutions?,reply,833006682,UshaPadiyar,590,N,NONE,5
1397951797545689088,@UshaPadiyar @sushantsareen Yes everyone has right but as per law not above the law...,reply,783383504771948546,salutetoarmy,77,N,NONE,5
1397952491568865283,@UshaPadiyar @sushantsareen When u can say anything to Modi that is freedom of speech but when Ramdev said something abt doctors its sedition 🤣🤣🤣,reply,783383504771948546,salutetoarmy,77,N,NONE,5
1397944832383873030,@sushantsareen Then remove your account from Twitter sir,comment,1267398295183192065,VikramK99724267,394,I,HOF,5
1398519214818816007,@SawaliyaNishan @sushantsareen @Twitter @TwitterIndia Well said!!,reply,47284428,JayChakrabarti,191,I,HOF,5
1397947164165214212,"@sushantsareen And Woke Liberals are new-age Mir Jafer &amp; Mir Qasim who are willing to go along with the colonising power for the lust of control (Narrative Control in today's context).

They're called #AntiNationals for a reason. 🤡",comment,1272262329581723648,writeangle_,92,E,HOF,5
1397991637498744835,@writeangle_ @sushantsareen Why don't you say this all in you own Indian Atmanirbhar Bharat's Koo app,reply,1357525194429001728,is_life_tough_,6,N,NONE,5
1397949847609614342,"@sushantsareen India was able to screw Huawei when it came to 5G, so don't question their ability to screw Twitter if shit hits the fan. TikTok too, with 120 million users was shown the door, and not allowed a comeback. 
We are a market of billion+ users, we can decide what we can do, and when.",comment,100218411,tridib_bordoloi,143,N,NONE,5
1397986757740613633,@tridib_bordoloi @sushantsareen Absolutely.. no 2nd thought on this issue,reply,1013437676916129793,Seemanish2005,-1,N,NONE,5
1398000979270848517,"@tridib_bordoloi @sushantsareen Then ask the govt to respect user privacy and stop taking down content. 

#Twitter is safeguarding your interests too!",reply,498655751,ShikharGupta25,594,N,NONE,5
1397979516585213953,@sushantsareen So as a matter of protest please quit twitter.,comment,739848885888114688,s_karkala,1474,N,NONE,5
1398001724757970945,@Yashwantkt @sushantsareen Simple...You can deactivate your acc in one click...No one is forcing you to be a slave,reply,1347029377557532674,badrinagarjun,34,I,HOF,5
1398073610376343553,@Yashwantkt @sushantsareen Who is registering FIRs for seeking help on social media...its BJP...twitter is providing freedom to make people aware of deficiencies ...while you are supporting dictatorship so you are basically slave.,reply,1386688735266308107,Brijesh69916357,9,E,HOF,5
1397917512893833234,@sushantsareen GOI is a weakling who issues statements rather than walking the walk!,comment,1220831477740589056,Rudraks79623253,30,N,NONE,5
1397936332433887232,@sushantsareen You ate still on twitter shows how hypocratic you are.,comment,800972729876779008,RizwanS06862783,103,E,HOF,5
1397936581466488840,"@sushantsareen Abandon Twitter asap.

Go to Koo please.",comment,2999505690,igautambiswas,556,N,NONE,5
1397989165187301377,@sushantsareen Why don’t you go to Koo and crib ?,comment,382317498,narulaAlka,3657,N,NONE,5
1397915676547817486,@sushantsareen Modi govt is suckling it's thumb and made to look like a sore loser,comment,1272462786698678272,mihirakula108,54,E,HOF,5
1397986395663134720,@sushantsareen Which political  organisation was hand in gloves with #EastIndiaCompany ?? https://t.co/R6MLWUQeKF,comment,1105631865342291968,Cdhar7,54,N,NONE,5
1398017155292012545,@sushantsareen That's because idiots like you don't like criticism! And that's called democracy!,comment,1097339895201247232,NaughtyG11,0,I,HOF,5
1397923242938015749,Pig! Remember when you got caught up in the Mysore Pak controversy and literally begged @Tejasvi_Surya to bail you out — the one in which you morphed a parliament question as a joke. I am going to reignite that controversy and let loose all Kannadigas against you,parent,1572648817,sushantsareen,154282,I,HOF,6
1397940004953886731,"@sushantsareen @Tejasvi_Surya Sir, plz start, I have brought popcorn, samosa n cold drink also.....

😄😄😄😄",comment,74990316,Amit_Speaks,198,I,HOF,6
1397931331615555587,"@sushantsareen @ARanganathan72 @Tejasvi_Surya Hello sir @sushantsareen I request you to use decent language, ohh sorry u r not educated enough to speak properly, I m it's not ur fault,it's the fault of someone else u didn't study, I m sorry u can't do anything against @ARanganathan72 sir, millions n millions r behind him.",comment,1732013346,mritunjay_0007,50,N,NONE,6
1397959669696634885,Twitter urges Indian government to respect freedom of expression https://t.co/g9n2PyUgJf https://t.co/hOtraHjITo,parent,17469289,nypost,2536619,N,NONE,7
1397959874051338240,@nypost This has to be from the Onion.,comment,15446975,boringfileclerk,1437,N,NONE,7
1397960049759297540,"@nypost let's ask this guy about twitter freedom
https://t.co/FlhFS7dgzl",comment,92757556,Avroveks,8090,N,NONE,7
1391715849979924484,@moonstar4u You have ugly mind and Botox and kilos of foundation and makeup will not hide your inherent ugliness and grotesqueness. Caste is your bone. How can you be such an obtuse. #ArrestMunmunDu,parent,37365807,Profdilipmandal,321917,E,HOF,8
1391730788421439496,@SpyRm007 @Profdilipmandal @moonstar4u तुम्हें गाली देकर कोई माफी मांग ले तो कैसा लगेगा तुम्हें?,comment,366707623,Ravinderr783,23373,N,NONE,8
1391718689020387332,"@Profdilipmandal @moonstar4u #ArrestMunmunDutta
#ArrestMunmunDutta
#ArrestMunmunDutta",comment,1179343415835643904,RadheWaskale_,8327,E,HOF,8
1391720425093169153,"@Profdilipmandal @moonstar4u No apologise,she must be booked under atrocities act
#ArrestMunmunDutta",comment,1357690001501388800,Vinod19813,737,I,HOF,8
